# ENTITIES
entity_name,source_id,graph_data
availability on Nothing Phone (3a),chunk-f9ceda8e99b5757b3aaecad74209f71d,"{'entity_id': 'availability on Nothing Phone (3a)', 'source_id': 'chunk-f9ceda8e99b5757b3aaecad74209f71d', 'description': 'This feature is not included on the Nothing Phone (3a).', 'entity_type': 'UNKNOWN', 'file_path': 'unknown_source', 'created_at': 1749262945}"
backup,chunk-b1d82ee9e80b9a4011cc5dfdad909fc2,"{'entity_id': 'backup', 'entity_type': 'function', 'description': 'A process of saving data and settings from devices to ensure recovery in case of loss or damage.', 'source_id': 'chunk-b1d82ee9e80b9a4011cc5dfdad909fc2', 'file_path': 'unknown_source', 'created_at': 1749262945}"
bank cards,chunk-e55e3fed26fabdb52106695b9582ce3b,"{'entity_id': 'bank cards', 'entity_type': 'category', 'description': 'Bank cards are financial instruments that can be used for various transactions and may need to be protected after reporting a lost device.', 'source_id': 'chunk-e55e3fed26fabdb52106695b9582ce3b', 'file_path': 'unknown_source', 'created_at': 1749262941}"
battery,chunk-748aef9e02744a06105085d3fb0c0fd0<SEP>chunk-716596cbb2a7e8b3702d6ceb7f52724e,"{'entity_id': 'battery', 'entity_type': 'category', 'description': 'Battery is an energy storage component in electronic devices.<SEP>Battery refers to the power source in electronic devices, requiring care and management when usage exceeds normal levels.', 'source_id': 'chunk-748aef9e02744a06105085d3fb0c0fd0<SEP>chunk-716596cbb2a7e8b3702d6ceb7f52724e', 'file_path': 'unknown_source', 'created_at': 1749262945}"
battery capacity,chunk-ecb83fc961a06d6a2e205ffa27cd9700,"{'entity_id': 'battery capacity', 'source_id': 'chunk-ecb83fc961a06d6a2e205ffa27cd9700', 'description': 'The Buds Pro battery capacity consists of: Buds - 55mAh, Case - 460mAh.', 'entity_type': 'UNKNOWN', 'file_path': 'unknown_source', 'created_at': 1749262945}"
battery capacity of Nothing Phone (3a),chunk-f9ceda8e99b5757b3aaecad74209f71d,"{'entity_id': 'battery capacity of Nothing Phone (3a)', 'entity_type': 'category', 'description': 'Battery capacity determines how long a phone can operate without charging.', 'source_id': 'chunk-f9ceda8e99b5757b3aaecad74209f71d', 'file_path': 'unknown_source', 'created_at': 1749262945}"
battery care tips,chunk-a4e6bb17059b6ce78b33dddb496db9d2,"{'entity_id': 'battery care tips', 'source_id': 'chunk-a4e6bb17059b6ce78b33dddb496db9d2', 'description': ""These guidelines suggest methods for optimizing and prolonging the lifespan of your mobile device's battery."", 'entity_type': 'UNKNOWN', 'file_path': 'unknown_source', 'created_at': 1749262945}"
battery charging,chunk-b1d82ee9e80b9a4011cc5dfdad909fc2,"{'entity_id': 'battery charging', 'entity_type': 'process', 'description': 'The action of powering up or recharging a smartphone like the Nothing Phone.', 'source_id': 'chunk-b1d82ee9e80b9a4011cc5dfdad909fc2', 'file_path': 'unknown_source', 'created_at': 1749262945}"
battery life,chunk-716596cbb2a7e8b3702d6ceb7f52724e,"{'entity_id': 'battery life', 'entity_type': 'category', 'description': 'Battery life indicates how long a device can operate before needing recharging.', 'source_id': 'chunk-716596cbb2a7e8b3702d6ceb7f52724e', 'file_path': 'unknown_source', 'created_at': 1749262945}"
battery maintenance tips,chunk-a4e6bb17059b6ce78b33dddb496db9d2,"{'entity_id': 'battery maintenance tips', 'source_id': 'chunk-a4e6bb17059b6ce78b33dddb496db9d2', 'description': ""These tips cover the proper charging methods and practices to extend the lifespan of your phone's lithium battery."", 'entity_type': 'UNKNOWN', 'file_path': 'unknown_source', 'created_at': 1749262945}"
built-in charging case,chunk-27081652ef7a553b2a6096008ef80269,"{'entity_id': 'built-in charging case', 'entity_type': 'equipment', 'description': 'The built-in charging case of Ear (stick) supports power management and charging for its components.', 'source_id': 'chunk-27081652ef7a553b2a6096008ef80269', 'file_path': 'unknown_source', 'created_at': 1749262945}"
built-in feature,chunk-27081652ef7a553b2a6096008ef80269,"{'entity_id': 'built-in feature', 'entity_type': 'feature', 'description': 'The built-in feature in Ear (stick) is designed to stop consuming power when the battery reaches full capacity.', 'source_id': 'chunk-27081652ef7a553b2a6096008ef80269', 'file_path': 'unknown_source', 'created_at': 1749262945}"
built-in tools,chunk-128e66067604ae44825d98ba3ed45122,"{'entity_id': 'built-in tools', 'source_id': 'chunk-128e66067604ae44825d98ba3ed45122', 'description': 'The Watch Pro 2 includes a variety of built-in everyday tools that enhance user convenience.', 'entity_type': 'UNKNOWN', 'file_path': 'unknown_source', 'created_at': 1749262945}"
call,chunk-dbdc3aa884ec77acb84402d00879691d,"{'entity_id': 'call', 'entity_type': 'category', 'description': 'Call refers to a conversation between two or more parties via telephone, video conference, or similar methods.', 'source_id': 'chunk-dbdc3aa884ec77acb84402d00879691d', 'file_path': 'unknown_source', 'created_at': 1749262945}"
call audio,chunk-dbdc3aa884ec77acb84402d00879691d,"{'entity_id': 'call audio', 'entity_type': 'category', 'description': 'Call audio refers to the sounds transmitted during telephone conversations including speech and any background noises.', 'source_id': 'chunk-dbdc3aa884ec77acb84402d00879691d', 'file_path': 'unknown_source', 'created_at': 1749262945}"
camera,chunk-59d089d6dd16ac59cfa0d577b293a12e<SEP>chunk-8cd614c63bd30923f007ff94a3e7a5d9,"{'entity_id': 'camera', 'entity_type': 'category', 'description': 'Camera is an application used for capturing images and videos on mobile devices.<SEP>The camera application on a smartphone used for taking photographs and videos.', 'source_id': 'chunk-59d089d6dd16ac59cfa0d577b293a12e<SEP>chunk-8cd614c63bd30923f007ff94a3e7a5d9', 'file_path': 'unknown_source', 'created_at': 1749262937}"
camera control,chunk-6a6dc70b538423eed2a153e23decae4c,"{'entity_id': 'camera control', 'source_id': 'chunk-6a6dc70b538423eed2a153e23decae4c', 'description': ""The Watch Pro enables camera control through Bluetooth connection to the phone's camera app or third-party apps."", 'entity_type': 'UNKNOWN', 'file_path': 'unknown_source', 'created_at': 1749262945}"
carbon-fiber spikes,chunk-8a9c21c16874759496064e1fb0d09cef<SEP>chunk-fcacac32b6b6cffea40cb0a17d301d61<SEP>chunk-3de9a6eca983da6478af176236f5152b<SEP>chunk-1f73d28d893bcd51ecb5c4b3b1f54870<SEP>chunk-54f0e791bf9a53157a462f57f05674eb<SEP>chunk-39d4901014b867cda8bfaf59458315b9,"{'entity_id': 'carbon-fiber spikes', 'entity_type': 'equipment', 'description': ""Carbon fiber spikes, also known as advanced athletic footwear, have been designed to improve athletic performance. Specifically, these shoes showcase enhanced properties that benefit sprinters looking to optimize their speed and overall race outcomes. The brand highlights the utilization of carbon-fiber spikes by elite athletes such as Noah Carter, emphasizing its significant role in increasing both performance and speed on a professional level. As high-performance running shoes, carbon fiber spikes offer superior speed and traction tailored for elite-level competition, making them indispensable tools for enhancing the athlete's performance during races."", 'source_id': 'chunk-8a9c21c16874759496064e1fb0d09cef<SEP>chunk-fcacac32b6b6cffea40cb0a17d301d61<SEP>chunk-3de9a6eca983da6478af176236f5152b<SEP>chunk-1f73d28d893bcd51ecb5c4b3b1f54870<SEP>chunk-54f0e791bf9a53157a462f57f05674eb<SEP>chunk-39d4901014b867cda8bfaf59458315b9', 'file_path': 'unknown_source', 'created_at': 1749262937}"
charging current influenced by temperature,chunk-f9ceda8e99b5757b3aaecad74209f71d,"{'entity_id': 'charging current influenced by temperature', 'entity_type': 'category', 'description': 'The efficiency of battery charging is affected by environmental factors like temperature, impacting overall user experience.', 'source_id': 'chunk-f9ceda8e99b5757b3aaecad74209f71d', 'file_path': 'unknown_source', 'created_at': 1749262945}"
charging efficiency,chunk-f9ceda8e99b5757b3aaecad74209f71d,"{'entity_id': 'charging efficiency', 'source_id': 'chunk-f9ceda8e99b5757b3aaecad74209f71d', 'description': 'Maintaining device temperature within certain ranges can optimize battery charging speeds.', 'entity_type': 'UNKNOWN', 'file_path': 'unknown_source', 'created_at': 1749262945}"
charging pin,chunk-de2595701f68717f24b26c16e73fef62,"{'entity_id': 'charging pin', 'entity_type': 'equipment', 'description': 'The charging pin refers to a part of earbuds or charging cases used for charging.', 'source_id': 'chunk-de2595701f68717f24b26c16e73fef62', 'file_path': 'unknown_source', 'created_at': 1749262945}"
charging time,chunk-f9ceda8e99b5757b3aaecad74209f71d,"{'entity_id': 'charging time', 'source_id': 'chunk-f9ceda8e99b5757b3aaecad74209f71d', 'description': ""Supporting fast charging allows rapid power replenishment of the smartphone's battery."", 'entity_type': 'UNKNOWN', 'file_path': 'unknown_source', 'created_at': 1749262945}"
clock and tap open,chunk-8cd614c63bd30923f007ff94a3e7a5d9,"{'entity_id': 'clock and tap open', 'entity_type': 'event', 'description': 'The action of tapping on an application icon after finding it in a list of installed applications.', 'source_id': 'chunk-8cd614c63bd30923f007ff94a3e7a5d9', 'file_path': 'unknown_source', 'created_at': 1749262945}"
compatibility,chunk-1e7514c9c486c31232321ac43b9689ae,"{'entity_id': 'compatibility', 'source_id': 'chunk-1e7514c9c486c31232321ac43b9689ae', 'description': 'Some devices do not support certain press control commands which can lead to invalid gesture controls""(', 'entity_type': 'UNKNOWN', 'file_path': 'unknown_source', 'created_at': 1749262945}"
connection,chunk-6a6dc70b538423eed2a153e23decae4c,"{'entity_id': 'connection', 'source_id': 'chunk-6a6dc70b538423eed2a153e23decae4c', 'description': 'While Watch Pro does not directly support connecting to Bluetooth headphones, users can achieve this via their phones.', 'entity_type': 'UNKNOWN', 'file_path': 'unknown_source', 'created_at': 1749262945}"
connection priority,chunk-716596cbb2a7e8b3702d6ceb7f52724e,"{'entity_id': 'connection priority', 'source_id': 'chunk-716596cbb2a7e8b3702d6ceb7f52724e', 'description': ""Ear (2)'s connection priority depends on certain conditions like running audio activity or ongoing calls on one of the connected devices."", 'entity_type': 'UNKNOWN', 'file_path': 'unknown_source', 'created_at': 1749262945}"
customization options,chunk-b1d82ee9e80b9a4011cc5dfdad909fc2,"{'entity_id': 'customization options', 'entity_type': 'category', 'description': 'Various features that allow users to personalize their device experience on the Nothing Phone.', 'source_id': 'chunk-b1d82ee9e80b9a4011cc5dfdad909fc2', 'file_path': 'unknown_source', 'created_at': 1749262945}"
data network,chunk-fcde7317fc7b036415d89ea81329b232,"{'entity_id': 'data network', 'entity_type': 'category', 'description': 'Data network refers to a system used for transferring data over a geographical area, often in the context of mobile devices or internet services.', 'source_id': 'chunk-fcde7317fc7b036415d89ea81329b232', 'file_path': 'unknown_source', 'created_at': 1749262945}"
data roaming,chunk-fcde7317fc7b036415d89ea81329b232,"{'entity_id': 'data roaming', 'entity_type': 'category', 'description': 'Data Roaming refers to using data services over a foreign network when traveling outside of your home region. It is typically associated with higher fees.', 'source_id': 'chunk-fcde7317fc7b036415d89ea81329b232', 'file_path': 'unknown_source', 'created_at': 1749262945}"
developers,chunk-fcde7317fc7b036415d89ea81329b232,"{'entity_id': 'developers', 'source_id': 'chunk-fcde7317fc7b036415d89ea81329b232', 'description': 'Developers can use USB debugging mode on the phone for communication with PCs over a USB connection and data file management.', 'entity_type': 'UNKNOWN', 'file_path': 'unknown_source', 'created_at': 1749262945}"
"device A""&""device B""&""device C",chunk-716596cbb2a7e8b3702d6ceb7f52724e,"{'entity_id': 'device A""&""device B""&""device C', 'entity_type': 'organization', 'description': '[""Device A and B are connected Bluetooth devices."", ""Device C is the third device which can be manually connected with Ear (2).""]', 'source_id': 'chunk-716596cbb2a7e8b3702d6ceb7f52724e', 'file_path': 'unknown_source', 'created_at': 1749262945}"
device protection,chunk-34426e6693364728fe244fbfe87a0629,"{'entity_id': 'device protection', 'entity_type': 'security feature', 'description': 'Measures to prevent unauthorized access or loss of data on the device.', 'source_id': 'chunk-34426e6693364728fe244fbfe87a0629', 'file_path': 'unknown_source', 'created_at': 1749262945}"
dimensions and weight of Nothing Phone (3a),chunk-f9ceda8e99b5757b3aaecad74209f71d,"{'entity_id': 'dimensions and weight of Nothing Phone (3a)', 'entity_type': 'category', 'description': 'Dimensions and weight help in understanding the size and portability of the phone.', 'source_id': 'chunk-f9ceda8e99b5757b3aaecad74209f71d', 'file_path': 'unknown_source', 'created_at': 1749262945}"
display quality,chunk-f9ceda8e99b5757b3aaecad74209f71d,"{'entity_id': 'display quality', 'source_id': 'chunk-f9ceda8e99b5757b3aaecad74209f71d', 'description': 'The screen provides clarity and resolution suitable for high-quality visual experiences on smartphones.', 'entity_type': 'UNKNOWN', 'file_path': 'unknown_source', 'created_at': 1749262945}"
double-press the power button,chunk-8cd614c63bd30923f007ff94a3e7a5d9,"{'entity_id': 'double-press the power button', 'entity_type': 'event', 'description': ""An action where a user performs two consecutive presses on the device's power button."", 'source_id': 'chunk-8cd614c63bd30923f007ff94a3e7a5d9', 'file_path': 'unknown_source', 'created_at': 1749262945}"
double-press the power button and select Camera,chunk-8cd614c63bd30923f007ff94a3e7a5d9,"{'entity_id': 'double-press the power button and select Camera', 'entity_type': 'event', 'description': ""An event involving selecting 'Camera' after performing a double press on the device's power button."", 'source_id': 'chunk-8cd614c63bd30923f007ff94a3e7a5d9', 'file_path': 'unknown_source', 'created_at': 1749262945}"
dual 4G mode support,chunk-f9ceda8e99b5757b3aaecad74209f71d,"{'entity_id': 'dual 4G mode support', 'source_id': 'chunk-f9ceda8e99b5757b3aaecad74209f71d', 'description': 'The phone supports dual SIMs for 4G networks simultaneously.', 'entity_type': 'UNKNOWN', 'file_path': 'unknown_source', 'created_at': 1749262945}"
dual 4G modes,chunk-f9ceda8e99b5757b3aaecad74209f71d,"{'entity_id': 'dual 4G modes', 'entity_type': 'category', 'description': 'This feature allows two SIM cards to connect simultaneously in different networks.', 'source_id': 'chunk-f9ceda8e99b5757b3aaecad74209f71d', 'file_path': 'unknown_source', 'created_at': 1749262945}"
dual SIM,chunk-258395120725348800696992422fd798,"{'entity_id': 'dual SIM', 'entity_type': 'organization', 'description': 'Dual SIM support allows two phone numbers to be used simultaneously at once. Dual SIM Dual Standby means that the two phone numbers can be in Standby Mode together but cannot perform calls or data access at the same time.', 'source_id': 'chunk-258395120725348800696992422fd798', 'file_path': 'unknown_source', 'created_at': 1749262945}"
dual SIM Dual Standby,chunk-1bd5bdbf50fdf619063eece8e9e67241,"{'entity_id': 'dual SIM Dual Standby', 'entity_type': 'category', 'description': 'Dual SIM Dual Standby refers to the feature of having two phone numbers on standby at the same time without performing calls or data access simultaneously.', 'source_id': 'chunk-1bd5bdbf50fdf619063eece8e9e67241', 'file_path': 'unknown_source', 'created_at': 1749262941}"
dual connection,chunk-dbdc3aa884ec77acb84402d00879691d<SEP>chunk-716596cbb2a7e8b3702d6ceb7f52724e,"{'entity_id': 'dual connection', 'entity_type': 'category', 'description': 'Dual connection is a feature allowing Ear (2) to connect with two Bluetooth devices at the same time.<SEP>Dual connection is a feature allowing one device to connect simultaneously with two other devices.', 'source_id': 'chunk-dbdc3aa884ec77acb84402d00879691d<SEP>chunk-716596cbb2a7e8b3702d6ceb7f52724e', 'file_path': 'unknown_source', 'created_at': 1749262945}"
